Frequency(MHz),Z_A (TVPol),Z_A (BVPol),Z_A (HPols)
877.6875,(7.371767553243982-7.0013297272770965j),(11.900157812514927+11.053792117847607j),(65.93042465449055-54.339401048349444j)
878.875,(7.416379082357509-6.225620169975335j),(12.284037321573045+12.00556435574905j),(63.08376432203425-54.69033437886061j)
880.0625,(7.217871385627526-5.925576930429663j),(12.4083961719493+12.862396291723025j),(60.223248181769556-54.05865581489806j)
881.25,(6.948220870868828-5.495770938666778j),(12.556692934405792+13.55146902388667j),(56.61388688331538-53.9495825778952j)
882.4375,(7.143767587619912-4.3906705864041236j),(12.270737432374208+14.982725689955487j),(54.466480220925824-50.989472910060066j)
883.625,(7.480943773839611-3.009520771577545j),(12.929287388528234+15.891103061576944j),(52.23737558220666-50.91818525453874j)
884.8125,(7.657732728569113-1.866277358418482j),(12.770627948459227+16.92332040055621j),(49.84574119356749-49.30648385573349j)
886.0,(7.393178130572215-1.0774395354564934j),(12.998160912462398+17.351905547368613j),(47.14438220660912-49.03117413470433j)
887.1875,(7.0664726544360725-0.2548080839872733j),(13.214127486780523+18.571362069223376j),(45.485846009124174-47.023041621578315j)
888.375,(7.380374192263416+0.8301304556250382j),(13.32839101049851+19.37379391922904j),(43.86096435579718-45.903772515498304j)
889.5625,(8.075498776563942+1.8453504020232874j),(13.91442208071646+20.54836085297687j),(42.08140394508888-45.38385455203721j)
890.75,(8.36495487001846+2.660980059157865j),(14.270233588754811+21.823766234067733j),(40.79366125810706-43.7771201184815j)
891.9375,(8.190654929000111+3.354822969732738j),(14.405066570919269+22.794531297653936j),(39.465743005446946-42.81195694332894j)
893.125,(7.933504615598047+4.03324279205148j),(14.479604734073371+23.629285019337146j),(37.74867393003108-41.37490171419862j)
894.3125,(8.035550311957588+4.785920891498919j),(15.11320551118551+24.727707984092127j),(36.88585213553588-40.58906234848358j)
895.5,(8.456218372931204+5.60532100519504j),(14.617934892419886+25.584189833030862j),(35.15765063121295-38.48664653394431j)
896.6875,(8.27610097447979+6.339974820100295j),(15.58341696776918+26.43988920863386j),(34.36716128876219-37.81585404494805j)
897.875,(7.647360313544117+7.094505129632549j),(15.309964063637464+28.102881489670395j),(33.34505780840202-35.729443799600475j)
899.0625,(6.95331332901398+8.060979949216264j),(15.489388903045029+28.875564726961294j),(31.9656821267723-34.767373131602774j)
900.25,(7.065164481239794+9.051703566018787j),(15.665040951438723+29.734465310523344j),(30.73302684076612-33.72730991882756j)
901.4375,(7.686903276219211+9.791020201728394j),(16.23939285016797+31.212032885323605j),(30.43189155637224-32.5800150588345j)
902.625,(7.862450788975659+10.375220582879454j),(16.375855508974727+32.74181428984446j),(29.540494223762003-31.21030737219962j)
903.8125,(7.39229751774734+11.110957530154097j),(17.20022170325657+33.572492122557726j),(29.31846646319851-30.396914992467206j)
905.0,(6.935688480947308+12.180835800675316j),(16.506242216050396+35.29711636352876j),(28.278210724230036-28.211986332854515j)
906.1875,(7.132018417993113+13.142089964696684j),(17.306931955486974+36.45180711684243j),(27.824812492769723-27.257703598160102j)
907.375,(7.840859679281255+13.932900725718206j),(17.61033047399836+37.33488042849244j),(26.763599259559737-26.09320553519896j)
908.5625,(8.11142693674676+14.821691726277912j),(18.39587974084434+39.207565621110085j),(26.535074599649974-25.230319855016706j)
909.75,(7.805600711979907+16.142375319767083j),(18.356709372465424+40.319933045454945j),(25.68579962813937-23.862350643036265j)
910.9375,(7.274427164221414+17.622174060902907j),(19.554077598053077+42.107526146856245j),(25.559850731423538-22.918718459768893j)
912.125,(7.295659617875003+18.70806594355109j),(19.930509916119036+43.01664765071944j),(24.836765681947178-21.923659382782844j)
913.3125,(7.702300896032522+19.213293103880897j),(20.359670937458986+44.40903689675254j),(24.382875416104785-20.784810059479504j)
914.5,(7.848114008154282+19.902513948890537j),(21.33484573733137+46.26231777122417j),(23.92421489061511-19.702150638286682j)
915.6875,(7.4745942503297815+21.248555298307746j),(22.147000985849058+48.06906082521852j),(23.75989362490925-18.578371447582946j)
916.875,(7.313348165147367+22.99335023802748j),(23.12222423642665+49.85943050249435j),(23.697771880148636-17.427250964346484j)
918.0625,(7.475762053676662+24.36934795393257j),(23.77775676679024+51.450839537842974j),(23.253573032132227-16.57996207204475j)
919.25,(7.565458513991594+24.921621321542684j),(24.638347401224387+53.33311375363924j),(22.960812813033368-15.062165389117979j)
920.4375,(7.530483545389928+25.349340340259133j),(25.3988718935564+54.074614830768496j),(22.656627593687602-14.453321064506483j)
921.625,(7.192507469851906+26.476301722031977j),(26.75795662548401+55.70762756963445j),(22.423656144422356-13.352475048418853j)
922.8125,(7.197153115946325+28.320985869889018j),(27.971955718967525+57.56950616602538j),(22.13946083635939-12.217891429328471j)
924.0,(7.772034203302096+29.955565078752095j),(29.647926163138234+59.514881279663555j),(21.745456624386655-11.263493491730364j)
925.1875,(8.239907654217287+30.822207342901294j),(30.92048424658076+61.58528918730518j),(21.92854151861195-10.55608172067053j)
926.375,(8.144574493065273+31.56741145300955j),(32.43370172036896+63.514409097294475j),(21.916290255204025-9.349890787414784j)
927.5625,(7.764716936097601+32.92678518396918j),(33.69394155327456+65.32106965552563j),(21.83520990852445-8.13284747859688j)
928.75,(7.843698676989013+34.75635197060365j),(34.797331463735524+67.41314093797071j),(21.788633273786573-7.209390168506319j)
929.9375,(8.613930564424157+36.25410177871247j),(36.12711496940423+69.35520346899203j),(21.42553167178603-6.085274823538844j)
931.125,(9.340616035299968+37.07504909659883j),(38.13930811023783+70.7610246322919j),(21.276066852478486-5.175902776468032j)
932.3125,(9.477318204848126+38.24936985271374j),(40.43146479213506+73.02279019849738j),(21.42021565211778-4.163274500054117j)
933.5,(9.334389433010605+40.13939713869604j),(42.50025222939276+75.45180528820666j),(21.296637871390207-3.134571668117527j)
934.6875,(9.572583950681333+42.32911416251155j),(44.57094411257052+78.74865286896548j),(20.91765037062999-2.2820913622083436j)
935.875,(10.364011626621432+43.84859673974044j),(47.984328594525806+80.49797146953433j),(21.305878456600258-1.523014156876121j)
937.0625,(10.627926965429934+44.80162152371047j),(50.09528251355564+84.58118812652484j),(21.451024945195414-0.21077885331501342j)
938.25,(10.217499766870594+46.262231771332125j),(52.136178847740865+86.41424288373547j),(21.502205664281362+0.3740135603003585j)
939.4375,(9.528056045613875+48.68353148899022j),(56.03094930663075+89.55457808397475j),(21.638053904892757+1.7880440496873957j)
940.625,(9.93048646371065+51.220138231626855j),(59.45968834990477+92.50871450546809j),(21.374279205945935+2.696768742996497j)
941.8125,(11.21059843295741+52.373305453128424j),(63.98882508994889+94.88576852268223j),(21.703266268090896+3.3876950099770964j)
943.0,(12.399996005582667+52.87916225246407j),(68.13739803131915+98.14132629385799j),(21.649276798831522+4.427663795968787j)
944.1875,(13.108452975325868+54.557493965703266j),(74.04292627738387+99.63380594122279j),(22.03170401897964+5.393048445138074j)
945.375,(13.192199369269654+57.847606408299924j),(80.49698118787211+103.3828025107239j),(22.194506624089684+6.2171594259913805j)
946.5625,(13.825995917190571+61.60312439031787j),(86.21024920898473+107.47087062188311j),(22.421848756904673+7.075422634301532j)
947.75,(14.276400112508174+63.22180656491122j),(93.76403151366941+110.44560128434404j),(22.83074201466302+8.435442714669856j)
948.9375,(14.715130292409626+63.29247977615376j),(100.86375335685818+113.07948332398648j),(22.96760307920304+9.196879467351469j)
950.125,(15.085668869306792+64.24547495806117j),(107.22065674367323+116.02892128328054j),(23.05723714803115+9.999362987177044j)
951.3125,(16.357791854543095+66.95036191633909j),(122.65525907987593+114.95841908383096j),(23.045657363246143+11.182317182360315j)
952.5,(17.976341888340084+70.51985007626261j),(132.44820918916895+116.12491262199954j),(23.537645076345704+12.00974721993579j)
953.6875,(19.024609866058395+72.93527180595309j),(142.26998663115617+117.95053314587155j),(24.33967192397395+13.048114897533404j)
954.875,(19.068070620244416+75.19664985623422j),(153.84263406229695+114.0754246773749j),(24.277253124635365+14.251908991044496j)
956.0625,(19.214576293339295+78.49374405817511j),(171.79008695239844+108.8690919282287j),(24.44488445523417+15.062443641074323j)
957.25,(20.220901709940264+83.06937240586994j),(184.57561645017321+100.49506252730491j),(24.660702833578124+16.02451228172639j)
958.4375,(22.46608743302787+87.29978042918697j),(196.61147333496092+88.13405060598679j),(25.442881657013757+16.9858017634565j)
959.625,(23.35486219593163+89.75752351687069j),(215.63589319225323+74.00029963283488j),(25.859505989831288+17.88977198929798j)
960.8125,(23.004590057684137+90.94508650479303j),(224.25068631974332+65.10496761925585j),(26.740772615478637+18.796683263393486j)
962.0,(23.678135986300482+94.25130204849197j),(227.5222234849595+39.839528682247824j),(27.236576357740955+20.174289034788952j)
963.1875,(27.204441420557053+99.50612526934853j),(241.60058981970914+31.37468566287267j),(27.77101776832603+20.978097425886823j)
964.375,(31.244552196834203+105.39278212065551j),(243.31530739477478+10.88882362056296j),(28.210907930057157+22.103946205407567j)
965.5625,(32.33750684928423+110.151890028635j),(239.84876853145752-10.948772317536735j),(28.662004479307964+22.83219876379444j)
966.75,(30.56245375353784+115.2150789372261j),(230.67990171555877-21.547686249509677j),(29.568209902341152+23.957325366977543j)
967.9375,(29.450753815526824+121.8128738702859j),(221.64358422576797-50.792975324323955j),(30.0704204818236+24.82182538099687j)
969.125,(34.653841589747785+129.89933264862265j),(213.26089912607515-65.07616762549955j),(31.09509284390666+25.960893519464825j)
970.3125,(42.421264184856774+136.10587332126877j),(204.47795159906687-78.8118044708967j),(31.933892240825003+26.91899661460956j)
971.5,(47.49512505754141+140.06951249041026j),(189.91525853059392-89.86630922180882j),(32.29351069352534+28.250186130569404j)
972.6875,(48.158816988644844+145.51905769022662j),(184.6083206563745-94.2872341793168j),(33.439015432811715+29.398397369039042j)
973.875,(51.7975131600469+154.21517143926388j),(169.18036794378543-104.28813433054795j),(33.94790229510058+30.247315110474542j)
975.0625,(62.73501406182859+164.92284988811682j),(152.55536087806954-108.701789625998j),(34.81316566647458+30.905888622222353j)
976.25,(77.35438899075623+173.8432888567862j),(144.58800795871417-109.4439564520335j),(36.05999475825436+32.01579570406088j)
977.4375,(83.74560425448476+185.48003363325515j),(129.59373224213664-115.94998999057634j),(37.066090229539384+32.48087354437027j)
978.625,(86.57755128063943+205.49550104494116j),(121.09995146684233-110.71482701944173j),(38.65033361778215+33.72374314901192j)
979.8125,(95.5814472979053+232.3676247171042j),(108.4970352524355-109.34063078660003j),(39.37501576764594+35.15611849689734j)
981.0,(124.22998805330454+248.11648282172914j),(102.02716276167816-111.5891323951016j),(40.77932673475764+35.67449961665551j)
982.1875,(155.98365783212336+247.0742944379337j),(94.42043405181931-105.90298354495282j),(42.15279209792481+37.352059324877764j)
983.375,(174.69214446904766+258.21328572240657j),(87.42288662558967-105.20968714567319j),(43.64332593241711+37.782341273747036j)
984.5625,(199.6315890198378+298.5478237492437j),(78.76790884719829-100.60007130638982j),(44.87800712442254+38.666242254339096j)
985.75,(263.2219374911196+354.06989356511565j),(74.94875611816282-99.7389568803611j),(47.42667359582487+39.654562984895j)
986.9375,(374.06894887282357+344.06721393161274j),(70.81933627352457-98.28307032969171j),(48.84038271616854+40.78909953143359j)
988.125,(438.73654274865373+266.88882268085666j),(67.59940818339946-94.79592306516417j),(50.32982243628051+41.453690349205104j)
989.3125,(482.96753619591135+232.29844623042956j),(61.340896666143756-92.76159843929058j),(52.24591513721532+42.50360869847902j)
990.5,(573.3901997457504+207.6799545081034j),(58.23587709889579-86.909685713643j),(53.11739474623918+43.1149487185664j)
991.6875,(676.1355738564478+68.95308119377052j),(53.806237424141415-86.24276428536785j),(55.399648003330555+43.24380406168605j)
992.875,(607.2839107315286-117.61398615913075j),(50.12345981108063-83.83175623744759j),(57.50965099589869+43.62664775958237j)
994.0625,(504.743375075849-198.97491979572573j),(47.388723123118254-81.90526037410469j),(60.80819256041567+43.895921429472814j)
995.25,(434.76853669800295-244.8357752598311j),(44.932698917299156-79.29866479280719j),(62.889397832809664+44.07947315054468j)
996.4375,(353.1957421649207-313.4143344452479j),(42.30952375991329-76.81019696624246j),(65.45915648650767+45.18005316149322j)
997.625,(255.19320176017337-315.9019940969769j),(40.27568449462473-73.91009932931664j),(67.51630205005385+45.1335320009944j)
998.8125,(198.4935932459396-289.50145628067577j),(37.48383441562824-71.51393097363221j),(70.00303536572578+45.26134179193512j)
1000.0,(169.26192475071295-268.33977269379545j),(35.58051132122694-69.49498497531219j),(72.35464218885429+44.50323989145968j)
